Reg Number,Name,Year,Branch,CGPA
22BME6234,Arjun Roy,2,Mechanical Engineering,9.27
22BCE2954,Vivaan Patel,2,Computer Engineering,7.15
23BME9985,Ananya Singh,1,Mechanical Engineering,6.26
23BME6461,Aditya Iyer,1,Mechanical Engineering,8.49
22BME4601,Arjun Iyer,2,Mechanical Engineering,9.2
20BME4066,Aarav Roy,4,Mechanical Engineering,6.23
23BEE0026,Sneha Patel,1,Electrical Engineering,7.15
23BEE0780,Krishna Patel,1,Electrical Engineering,9.88
22BCE7928,Sneha Reddy,2,Computer Engineering,7.74
20BME2793,Vivaan Reddy,4,Mechanical Engineering,6.93
21BCH2472,Vivaan Verma,3,Chemical Engineering,9.55
22BIT0132,Ananya Das,2,Information Technology,7.86
21BCH4141,Vivaan Reddy,3,Chemical Engineering,9.81
21BCH0489,Sneha Nair,3,Chemical Engineering,8.82
21BCH5179,Vivaan Roy,3,Chemical Engineering,7.43
23BCH9533,Aarav Das,1,Chemical Engineering,7.04
21BEE3497,Arjun Reddy,3,Electrical Engineering,8.53
22BCE5982,Aditya Patel,2,Computer Engineering,9.34
21BCE8158,Pooja Iyer,3,Computer Engineering,8.23
20BEE7519,Sneha Das,4,Electrical Engineering,7.18
20BCH7706,Arjun Verma,4,Chemical Engineering,9.76
22BCE0414,Sneha Das,2,Computer Engineering,9.28
22BME6556,Sneha Sharma,2,Mechanical Engineering,9.88
20BME2000,Ishita Sharma,4,Mechanical Engineering,6.57
22BME6463,Arjun Gupta,2,Mechanical Engineering,7.38
22BEE8743,Sneha Reddy,2,Electrical Engineering,7.23
21BCH0489,Krishna Verma,3,Chemical Engineering,9.71
20BEE3171,Krishna Reddy,4,Electrical Engineering,6.87
20BEE4351,Aditya Reddy,4,Electrical Engineering,7.86
22BEE6912,Ishita Nair,2,Electrical Engineering,7.75
21BME0702,Aarav Sharma,3,Mechanical Engineering,6.06
22BIT7732,Arjun Gupta,2,Information Technology,6.62
20BIT0422,Sneha Iyer,4,Information Technology,7.78
23BCE8800,Aarav Singh,1,Computer Engineering,6.49
22BEE5826,Aditya Sharma,2,Electrical Engineering,8.1
23BEE7652,Vivaan Das,1,Electrical Engineering,7.16
23BME8158,Ishita Roy,1,Mechanical Engineering,7.62
21BIT0840,Aarav Reddy,3,Information Technology,9.17
22BEE4876,Sneha Verma,2,Electrical Engineering,6.64
20BEE1397,Aarav Roy,4,Electrical Engineering,8.8
22BIT8083,Pooja Gupta,2,Information Technology,8.45
23BIT1058,Aditya Gupta,1,Information Technology,8.76
22BIT6958,Ishita Roy,2,Information Technology,9.94
21BCH3635,Krishna Gupta,3,Chemical Engineering,6.5
22BCE0643,Vivaan Reddy,2,Computer Engineering,8.45
21BEE4539,Sneha Roy,3,Electrical Engineering,9.63
20BEE4140,Neha Verma,4,Electrical Engineering,9.12
20BME0502,Pooja Sharma,4,Mechanical Engineering,7.82
23BEE7920,Aditya Sharma,1,Electrical Engineering,6.55
21BIT1075,Pooja Verma,3,Information Technology,8.82
23BEE6074,Aarav Nair,1,Electrical Engineering,9.6
20BCH8486,Vivaan Iyer,4,Chemical Engineering,6.53
22BME0543,Ishita Patel,2,Mechanical Engineering,8.93
23BIT1643,Aditya Singh,1,Information Technology,9.41
20BCH3521,Neha Gupta,4,Chemical Engineering,8.33
22BCE5823,Sneha Patel,2,Computer Engineering,9.88
23BCH9968,Vivaan Verma,1,Chemical Engineering,8.29
20BCE6505,Krishna Das,4,Computer Engineering,7.97
23BEE4983,Ananya Nair,1,Electrical Engineering,8.37
23BIT6224,Vivaan Iyer,1,Information Technology,7.43
23BCH2663,Vivaan Iyer,1,Chemical Engineering,8.69
20BEE5166,Krishna Gupta,4,Electrical Engineering,9.45
22BME2793,Pooja Verma,2,Mechanical Engineering,6.3
23BME7489,Neha Gupta,1,Mechanical Engineering,9.29
21BEE4405,Ishita Iyer,3,Electrical Engineering,7.23
23BCE4953,Ananya Nair,1,Computer Engineering,6.47
20BIT1987,Krishna Roy,4,Information Technology,6.81
23BIT4585,Aarav Gupta,1,Information Technology,9.44
22BCH6659,Arjun Singh,2,Chemical Engineering,6.14
23BME0138,Ananya Singh,1,Mechanical Engineering,7.83
20BCE7246,Krishna Gupta,4,Computer Engineering,6.65
20BIT6134,Sneha Reddy,4,Information Technology,7.47
20BEE2401,Sneha Roy,4,Electrical Engineering,9.48
20BIT3723,Sneha Roy,4,Information Technology,9.54
22BME0778,Aarav Iyer,2,Mechanical Engineering,8.7
22BEE2957,Krishna Sharma,2,Electrical Engineering,6.41
22BME2031,Ananya Reddy,2,Mechanical Engineering,6.75
23BIT8851,Vivaan Iyer,1,Information Technology,8.55
20BCE0031,Sneha Singh,4,Computer Engineering,7.6
21BME1974,Ishita Das,3,Mechanical Engineering,6.64
21BIT6121,Ishita Roy,3,Information Technology,8.19
23BCE5575,Pooja Reddy,1,Computer Engineering,9.97
23BIT9010,Arjun Nair,1,Information Technology,6.74
23BIT0874,Sneha Sharma,1,Information Technology,8.04
23BME0336,Krishna Roy,1,Mechanical Engineering,7.71
22BCE9382,Sneha Das,2,Computer Engineering,6.53
20BEE4140,Sneha Reddy,4,Electrical Engineering,8.15
23BEE4993,Vivaan Das,1,Electrical Engineering,6.37
23BEE5200,Aditya Gupta,1,Electrical Engineering,8.59
21BIT5155,Neha Singh,3,Information Technology,8.9
23BIT0817,Pooja Sharma,1,Information Technology,6.67
21BCH4521,Sneha Nair,3,Chemical Engineering,6.16
21BEE5887,Pooja Sharma,3,Electrical Engineering,7.91
22BCE5188,Aarav Reddy,2,Computer Engineering,6.55
20BEE2562,Aditya Patel,4,Electrical Engineering,6.76
21BEE9017,Ananya Verma,3,Electrical Engineering,8.41
23BCH7480,Ananya Reddy,1,Chemical Engineering,8.72
22BIT3582,Ananya Gupta,2,Information Technology,6.86
21BCE3023,Aditya Nair,3,Computer Engineering,6.47
20BEE5187,Sneha Singh,4,Electrical Engineering,6.99
23BIT6369,Krishna Singh,1,Information Technology,8.69
20BCE7825,Aarav Nair,4,Computer Engineering,7.39
20BEE4081,Vivaan Iyer,4,Electrical Engineering,8.83
21BEE1696,Vivaan Gupta,3,Electrical Engineering,8.02
23BCH6047,Ishita Das,1,Chemical Engineering,8.78
22BCE2789,Vivaan Gupta,2,Computer Engineering,8.13
20BIT8460,Neha Verma,4,Information Technology,6.75
20BCH4300,Pooja Singh,4,Chemical Engineering,8.32
20BEE7615,Sneha Roy,4,Electrical Engineering,6.84
21BCE2609,Neha Reddy,3,Computer Engineering,9.33
23BCE5835,Neha Sharma,1,Computer Engineering,7.09
22BCE3221,Ishita Singh,2,Computer Engineering,7.38
22BME8348,Vivaan Patel,2,Mechanical Engineering,9.92
21BEE4719,Aarav Nair,3,Electrical Engineering,6.96
23BME1109,Pooja Patel,1,Mechanical Engineering,6.61
22BIT8574,Vivaan Nair,2,Information Technology,7.3
20BCE0237,Aditya Roy,4,Computer Engineering,9.38
21BCH8839,Sneha Reddy,3,Chemical Engineering,9.91
21BIT5529,Vivaan Roy,3,Information Technology,7.39
22BIT4478,Aarav Sharma,2,Information Technology,9.11
22BCE1415,Aarav Nair,2,Computer Engineering,7.92
20BEE9752,Krishna Patel,4,Electrical Engineering,9.5
21BME7022,Pooja Nair,3,Mechanical Engineering,9.3
20BIT8769,Sneha Nair,4,Information Technology,6.89
21BME4135,Pooja Iyer,3,Mechanical Engineering,7.16
23BCH5771,Aarav Sharma,1,Chemical Engineering,9.5
23BEE5593,Ishita Sharma,1,Electrical Engineering,8.75
21BEE2762,Arjun Singh,3,Electrical Engineering,8.54
20BIT2992,Aditya Sharma,4,Information Technology,8.96
21BIT9540,Vivaan Nair,3,Information Technology,7.22
21BCH1394,Aarav Reddy,3,Chemical Engineering,8.09
23BCE2516,Krishna Verma,1,Computer Engineering,6.1
22BIT4437,Vivaan Singh,2,Information Technology,8.12
22BCE7661,Sneha Singh,2,Computer Engineering,7.12
20BIT6866,Ishita Sharma,4,Information Technology,6.72
20BCH3786,Aarav Nair,4,Chemical Engineering,8.77
23BCE2168,Aarav Sharma,1,Computer Engineering,8.89
21BME9044,Neha Patel,3,Mechanical Engineering,6.11
21BCH4691,Pooja Patel,3,Chemical Engineering,9.53
21BIT8163,Aditya Verma,3,Information Technology,6.7
20BEE6404,Ananya Roy,4,Electrical Engineering,8.26
20BCE3002,Ishita Verma,4,Computer Engineering,9.17
20BCE0274,Krishna Nair,4,Computer Engineering,6.65
20BCH6440,Pooja Patel,4,Chemical Engineering,8.27
20BIT9426,Aarav Sharma,4,Information Technology,7.26
23BCH7948,Krishna Patel,1,Chemical Engineering,9.65
21BIT7505,Aarav Roy,3,Information Technology,8.63
20BME3834,Krishna Roy,4,Mechanical Engineering,8.91
21BCE7141,Aditya Patel,3,Computer Engineering,9.43
21BME5732,Aditya Roy,3,Mechanical Engineering,9.48
23BCE1943,Aarav Das,1,Computer Engineering,8.41
20BEE5127,Pooja Das,4,Electrical Engineering,8.09
21BCH0978,Pooja Singh,3,Chemical Engineering,9.67
23BME0200,Aditya Roy,1,Mechanical Engineering,9.84
23BIT4072,Ananya Reddy,1,Information Technology,8.84
20BIT1525,Sneha Singh,4,Information Technology,9.66
20BCE9316,Neha Verma,4,Computer Engineering,7.53
20BIT1817,Neha Das,4,Information Technology,6.92
21BEE4283,Neha Reddy,3,Electrical Engineering,6.37
21BIT0188,Aditya Nair,3,Information Technology,7.88
20BIT4257,Pooja Verma,4,Information Technology,6.81
20BEE2725,Krishna Patel,4,Electrical Engineering,9.32
20BCE7237,Neha Patel,4,Computer Engineering,6.12
23BIT1801,Aarav Gupta,1,Information Technology,7.96
21BEE7724,Vivaan Reddy,3,Electrical Engineering,8.85
22BCH5138,Aarav Verma,2,Chemical Engineering,8.07
21BEE9623,Pooja Roy,3,Electrical Engineering,6.41
23BME8936,Ishita Singh,1,Mechanical Engineering,6.16
22BCE4363,Neha Nair,2,Computer Engineering,9.76
20BEE5592,Sneha Patel,4,Electrical Engineering,6.56
23BCE1238,Arjun Singh,1,Computer Engineering,6.28
22BEE3050,Ishita Reddy,2,Electrical Engineering,8.98
22BEE0401,Sneha Verma,2,Electrical Engineering,7.04
21BIT0798,Arjun Iyer,3,Information Technology,6.09
22BEE6485,Ishita Roy,2,Electrical Engineering,6.02
23BME8856,Pooja Reddy,1,Mechanical Engineering,8.95
20BCE8002,Neha Sharma,4,Computer Engineering,6.93
23BEE8132,Aditya Patel,1,Electrical Engineering,6.72
20BCH9173,Arjun Roy,4,Chemical Engineering,7.54
20BCH7463,Ananya Nair,4,Chemical Engineering,7.78
21BCE4660,Arjun Verma,3,Computer Engineering,9.78
22BIT4436,Pooja Nair,2,Information Technology,6.68
20BIT5731,Arjun Reddy,4,Information Technology,7.29
23BCE3482,Vivaan Gupta,1,Computer Engineering,9.05
23BME2637,Krishna Reddy,1,Mechanical Engineering,10.0
23BCE8641,Neha Iyer,1,Computer Engineering,6.4
23BEE0431,Aditya Sharma,1,Electrical Engineering,6.48
23BEE8793,Ananya Nair,1,Electrical Engineering,6.84
23BIT8023,Aarav Das,1,Information Technology,9.89
21BCE9702,Ishita Roy,3,Computer Engineering,7.99
20BCE8318,Neha Iyer,4,Computer Engineering,6.32
23BEE5226,Ishita Iyer,1,Electrical Engineering,9.69
21BEE9213,Vivaan Gupta,3,Electrical Engineering,7.85
21BEE8190,Ishita Patel,3,Electrical Engineering,7.37
20BME7885,Krishna Nair,4,Mechanical Engineering,6.41
22BME7126,Arjun Reddy,2,Mechanical Engineering,8.45
23BCE0032,Ishita Singh,1,Computer Engineering,7.17
21BCE9862,Ananya Patel,3,Computer Engineering,9.23
22BEE0277,Neha Nair,2,Electrical Engineering,8.22
20BME3641,Arjun Das,4,Mechanical Engineering,9.14
23BME2460,Ishita Iyer,1,Mechanical Engineering,7.57
23BCE2002,Aditya Verma,1,Computer Engineering,6.29
22BCH0540,Ishita Reddy,2,Chemical Engineering,7.54
20BEE0545,Arjun Das,4,Electrical Engineering,9.18
21BIT6959,Ishita Iyer,3,Information Technology,8.06
22BCE5071,Sneha Das,2,Computer Engineering,9.72
21BCH5642,Krishna Nair,3,Chemical Engineering,8.38
21BIT9500,Krishna Patel,3,Information Technology,7.36
20BCE6635,Aarav Iyer,4,Computer Engineering,7.83
20BIT0600,Sneha Singh,4,Information Technology,6.59
23BCH0679,Krishna Das,1,Chemical Engineering,9.09
22BCH5306,Aditya Reddy,2,Chemical Engineering,9.43
22BEE3174,Neha Nair,2,Electrical Engineering,6.29
23BME2814,Sneha Gupta,1,Mechanical Engineering,8.4
20BCH3645,Aditya Iyer,4,Chemical Engineering,8.7
22BME9327,Neha Roy,2,Mechanical Engineering,9.55
20BIT6804,Arjun Nair,4,Information Technology,8.12
20BEE5665,Krishna Sharma,4,Electrical Engineering,7.95
21BCE1951,Ishita Nair,3,Computer Engineering,9.58
20BCH9033,Sneha Roy,4,Chemical Engineering,7.23
23BME4954,Krishna Nair,1,Mechanical Engineering,6.37
23BEE0832,Sneha Nair,1,Electrical Engineering,8.51
22BCE3290,Pooja Reddy,2,Computer Engineering,6.65
23BEE9619,Arjun Patel,1,Electrical Engineering,8.82
20BCE7110,Neha Verma,4,Computer Engineering,9.29
22BCH8211,Aarav Reddy,2,Chemical Engineering,9.5
23BIT3380,Aditya Iyer,1,Information Technology,7.14
20BCH4113,Arjun Nair,4,Chemical Engineering,7.23
20BEE0093,Ishita Gupta,4,Electrical Engineering,6.05
23BCH0899,Arjun Sharma,1,Chemical Engineering,8.06
23BME1371,Pooja Nair,1,Mechanical Engineering,9.96
22BCH4630,Aditya Verma,2,Chemical Engineering,9.69
21BCE1796,Ishita Sharma,3,Computer Engineering,7.13
23BME2670,Ananya Sharma,1,Mechanical Engineering,8.19
22BCE9646,Neha Reddy,2,Computer Engineering,6.66
23BIT1284,Ishita Das,1,Information Technology,6.99
21BCE8517,Aditya Nair,3,Computer Engineering,9.83
20BME0448,Aditya Singh,4,Mechanical Engineering,9.58
21BIT2086,Ananya Gupta,3,Information Technology,6.48
21BCE8901,Krishna Gupta,3,Computer Engineering,9.17
20BME3815,Ananya Reddy,4,Mechanical Engineering,7.96
22BEE7998,Sneha Nair,2,Electrical Engineering,8.04
20BME3913,Aarav Sharma,4,Mechanical Engineering,6.14
23BCE7516,Neha Patel,1,Computer Engineering,7.3
21BCE0336,Sneha Iyer,3,Computer Engineering,9.0
22BME0151,Pooja Sharma,2,Mechanical Engineering,9.47
23BCH2247,Vivaan Nair,1,Chemical Engineering,9.48
21BIT1834,Sneha Gupta,3,Information Technology,8.6
21BCE7927,Krishna Patel,3,Computer Engineering,7.1
22BME1638,Ananya Reddy,2,Mechanical Engineering,6.68
22BIT9467,Aarav Singh,2,Information Technology,6.84
21BIT5271,Pooja Singh,3,Information Technology,7.02
21BME7196,Vivaan Roy,3,Mechanical Engineering,8.92
22BCH0987,Krishna Iyer,2,Chemical Engineering,8.22
20BCH9568,Aditya Roy,4,Chemical Engineering,6.04
23BIT0553,Aarav Sharma,1,Information Technology,8.02
22BME2132,Arjun Patel,2,Mechanical Engineering,7.26
21BCE5597,Sneha Reddy,3,Computer Engineering,7.49
20BIT6542,Vivaan Patel,4,Information Technology,6.71
20BEE3232,Arjun Patel,4,Electrical Engineering,7.4
20BEE5494,Pooja Iyer,4,Electrical Engineering,7.5
22BIT4623,Pooja Verma,2,Information Technology,6.61
21BME5548,Neha Iyer,3,Mechanical Engineering,6.87
22BME4389,Sneha Sharma,2,Mechanical Engineering,9.05
23BCE5733,Sneha Roy,1,Computer Engineering,9.45
22BIT0762,Aditya Verma,2,Information Technology,8.58
21BCH9805,Ananya Iyer,3,Chemical Engineering,6.37
23BEE2340,Ananya Nair,1,Electrical Engineering,6.97
23BCH2598,Aditya Patel,1,Chemical Engineering,7.84
23BCE8876,Ananya Iyer,1,Computer Engineering,6.27
21BME9970,Ishita Patel,3,Mechanical Engineering,9.65
23BIT1071,Krishna Singh,1,Information Technology,8.93
20BCH4478,Neha Gupta,4,Chemical Engineering,9.77
23BIT7260,Vivaan Reddy,1,Information Technology,7.44
22BEE0266,Aditya Singh,2,Electrical Engineering,9.82
21BEE5334,Vivaan Verma,3,Electrical Engineering,9.63
20BCH2097,Sneha Roy,4,Chemical Engineering,7.62
21BME3831,Arjun Gupta,3,Mechanical Engineering,7.4
21BME1645,Aditya Nair,3,Mechanical Engineering,9.31
21BCE7616,Pooja Singh,3,Computer Engineering,8.96
20BIT6328,Ananya Roy,4,Information Technology,7.11
23BCH5695,Vivaan Patel,1,Chemical Engineering,6.48
22BCE3362,Neha Gupta,2,Computer Engineering,6.05
20BIT2846,Aditya Roy,4,Information Technology,8.64
23BCH0850,Krishna Das,1,Chemical Engineering,8.48
22BME6096,Aditya Verma,2,Mechanical Engineering,6.12
23BCH5674,Sneha Sharma,1,Chemical Engineering,7.0
22BME3007,Aditya Roy,2,Mechanical Engineering,7.0
22BEE1281,Neha Iyer,2,Electrical Engineering,6.14
21BME9527,Vivaan Das,3,Mechanical Engineering,7.45
23BCH9121,Ananya Iyer,1,Chemical Engineering,7.99
21BME6776,Neha Nair,3,Mechanical Engineering,8.95
22BCH2374,Vivaan Patel,2,Chemical Engineering,8.69
23BCH2321,Vivaan Iyer,1,Chemical Engineering,7.68
21BCH7458,Sneha Sharma,3,Chemical Engineering,9.6
21BME9067,Neha Singh,3,Mechanical Engineering,9.11
23BCH3796,Aditya Iyer,1,Chemical Engineering,7.28
22BEE7360,Ishita Gupta,2,Electrical Engineering,8.42
21BME5138,Pooja Patel,3,Mechanical Engineering,8.05
22BCE1623,Aarav Gupta,2,Computer Engineering,7.31
20BCE8574,Aditya Sharma,4,Computer Engineering,9.22
20BME0675,Sneha Nair,4,Mechanical Engineering,7.83
20BIT9170,Ananya Nair,4,Information Technology,8.84
23BCH0781,Vivaan Das,1,Chemical Engineering,8.35
21BCH3653,Ishita Roy,3,Chemical Engineering,8.03
20BIT2035,Ishita Gupta,4,Information Technology,8.91
23BEE4840,Aditya Reddy,1,Electrical Engineering,9.18
20BIT8410,Aditya Gupta,4,Information Technology,6.44
23BCE5596,Pooja Iyer,1,Computer Engineering,7.94
21BCH7912,Sneha Singh,3,Chemical Engineering,7.05
21BEE1600,Aarav Gupta,3,Electrical Engineering,8.41
20BIT5587,Ananya Patel,4,Information Technology,8.7
22BIT6283,Sneha Iyer,2,Information Technology,9.47
23BCH1987,Aarav Das,1,Chemical Engineering,7.93
22BME0850,Ishita Reddy,2,Mechanical Engineering,6.98
23BME4387,Pooja Sharma,1,Mechanical Engineering,7.45
23BIT6630,Neha Das,1,Information Technology,9.72
20BCE9866,Neha Nair,4,Computer Engineering,6.49
22BEE4512,Aditya Verma,2,Electrical Engineering,8.59
22BIT6826,Vivaan Singh,2,Information Technology,7.28
21BME7539,Arjun Roy,3,Mechanical Engineering,9.12
21BIT0804,Ishita Reddy,3,Information Technology,6.93
21BCE2423,Aditya Das,3,Computer Engineering,6.13
23BEE3875,Neha Das,1,Electrical Engineering,7.84
20BCH8377,Pooja Iyer,4,Chemical Engineering,6.99
23BCH8552,Sneha Das,1,Chemical Engineering,6.21
23BCH3531,Aditya Das,1,Chemical Engineering,7.41
20BCE8067,Vivaan Singh,4,Computer Engineering,6.83
20BCE7465,Aditya Singh,4,Computer Engineering,9.42
21BCH9717,Neha Roy,3,Chemical Engineering,6.79
23BCH5329,Aditya Nair,1,Chemical Engineering,8.94
21BME7993,Vivaan Sharma,3,Mechanical Engineering,6.57
23BCH1739,Ishita Roy,1,Chemical Engineering,8.86
20BME4417,Sneha Gupta,4,Mechanical Engineering,7.02
20BME6797,Sneha Singh,4,Mechanical Engineering,8.56
22BME0168,Ishita Sharma,2,Mechanical Engineering,7.85
23BME2629,Neha Singh,1,Mechanical Engineering,8.75
23BIT9577,Krishna Reddy,1,Information Technology,9.53
21BEE8851,Vivaan Iyer,3,Electrical Engineering,8.51
21BCE1667,Krishna Reddy,3,Computer Engineering,6.07
21BIT1233,Aarav Gupta,3,Information Technology,7.15
21BCE2199,Aditya Iyer,3,Computer Engineering,9.1
21BEE0155,Arjun Iyer,3,Electrical Engineering,9.91
20BIT3011,Vivaan Das,4,Information Technology,6.56
21BIT5841,Aditya Gupta,3,Information Technology,7.19
23BME0995,Aarav Das,1,Mechanical Engineering,8.21
23BEE9062,Neha Reddy,1,Electrical Engineering,7.7
23BME1069,Arjun Sharma,1,Mechanical Engineering,6.38
23BME9033,Vivaan Patel,1,Mechanical Engineering,9.16
21BME9210,Aarav Roy,3,Mechanical Engineering,9.76
20BEE8875,Arjun Gupta,4,Electrical Engineering,8.17
21BCH5036,Krishna Reddy,3,Chemical Engineering,7.53
21BCH6163,Aarav Reddy,3,Chemical Engineering,6.17
21BEE6881,Neha Das,3,Electrical Engineering,7.55
21BCH3905,Pooja Singh,3,Chemical Engineering,9.85
22BEE4036,Aditya Verma,2,Electrical Engineering,9.26
21BME1142,Ananya Iyer,3,Mechanical Engineering,6.53
20BCH2206,Vivaan Sharma,4,Chemical Engineering,9.82
21BIT1950,Aarav Sharma,3,Information Technology,6.91
20BCH3701,Sneha Nair,4,Chemical Engineering,6.07
21BCE1504,Arjun Singh,3,Computer Engineering,6.47
20BCH5330,Aditya Roy,4,Chemical Engineering,6.39
23BEE8900,Vivaan Singh,1,Electrical Engineering,9.61
22BCE0178,Pooja Verma,2,Computer Engineering,7.75
23BIT4272,Arjun Roy,1,Information Technology,6.36
20BME3999,Arjun Roy,4,Mechanical Engineering,9.9
23BME3664,Sneha Patel,1,Mechanical Engineering,6.93
23BCH3107,Pooja Roy,1,Chemical Engineering,8.99
23BEE9052,Arjun Gupta,1,Electrical Engineering,8.72
20BIT3915,Neha Roy,4,Information Technology,9.85
20BCE2943,Aditya Iyer,4,Computer Engineering,8.16
21BIT2784,Sneha Roy,3,Information Technology,7.39
22BEE9985,Sneha Nair,2,Electrical Engineering,6.35
22BIT4869,Aditya Iyer,2,Information Technology,6.65
23BEE7466,Neha Das,1,Electrical Engineering,8.29
23BCH7778,Pooja Verma,1,Chemical Engineering,9.49
22BCE7847,Vivaan Nair,2,Computer Engineering,8.25
22BIT1277,Krishna Das,2,Information Technology,9.94
23BCH5844,Vivaan Gupta,1,Chemical Engineering,9.86
20BME5027,Pooja Gupta,4,Mechanical Engineering,6.16
23BIT6273,Aditya Sharma,1,Information Technology,7.74
20BCE9984,Vivaan Nair,4,Computer Engineering,7.82
22BME7017,Krishna Roy,2,Mechanical Engineering,8.67
22BIT1038,Pooja Sharma,2,Information Technology,7.39
20BEE6186,Krishna Iyer,4,Electrical Engineering,8.44
20BME1884,Aditya Gupta,4,Mechanical Engineering,9.52
20BCH3458,Aarav Nair,4,Chemical Engineering,7.9
23BCH6381,Sneha Das,1,Chemical Engineering,9.44
21BCH8234,Ishita Iyer,3,Chemical Engineering,8.91
22BCE0933,Vivaan Verma,2,Computer Engineering,7.17
21BCE3603,Ananya Roy,3,Computer Engineering,9.3
23BEE9365,Neha Roy,1,Electrical Engineering,6.44
23BCH5521,Aarav Patel,1,Chemical Engineering,7.75
21BME4314,Pooja Gupta,3,Mechanical Engineering,7.22
22BIT4824,Sneha Patel,2,Information Technology,8.77
23BCH6893,Ananya Patel,1,Chemical Engineering,8.03
20BCH4990,Arjun Gupta,4,Chemical Engineering,6.87
23BIT5025,Neha Iyer,1,Information Technology,7.43
23BCE4605,Ishita Iyer,1,Computer Engineering,8.53
23BIT4124,Aarav Sharma,1,Information Technology,7.57
23BEE4474,Neha Nair,1,Electrical Engineering,8.73
22BCH6414,Neha Singh,2,Chemical Engineering,6.55
23BCE2202,Neha Das,1,Computer Engineering,6.13
22BME3237,Arjun Sharma,2,Mechanical Engineering,9.35
22BME6259,Neha Roy,2,Mechanical Engineering,9.69
20BEE3579,Aarav Singh,4,Electrical Engineering,9.85
